ï»¿College_id,College_name,survey_year,faculty_name,department_name,levell,programme_id,programme,discipline_group_id,discipline_group,discipline,type,year,id,total_general_total,total_general_females,total_sc_total,total_sc_females,total_st_total,total_st_females,total_obc_total,total_obc_females,total_total_persons,total_total_females,total_remarks_id,pwd_general_total,pwd_general_females,pwd_sc_total,pwd_sc_females,pwd_st_total,pwd_st_females,pwd_obc_total,pwd_obc_females,pwd_total_persons,pwd_total_females,pwd_remarks_id,muslim_minority_general_total,muslim_minority_general_females,muslim_minority_sc_total,muslim_minority_sc_females,muslim_minority_st_total,muslim_minority_st_females,muslim_minority_obc_total,muslim_minority_obc_females,muslim_minority_total_persons,muslim_minority_total_females,muslim_minority_remarks_id,other_minority_general_total,other_minority_general_females,other_minority_sc_total,other_minority_sc_females,other_minority_st_total,other_minority_st_females,other_minority_obc_total,other_minority_obc_females,other_minority_total_persons,other_minority_total_females,other_minority_remarks_id,passion_interest
9155,D427 Veerashaiva Samaji HCMSK Degree College Raichur,2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,2,4322935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Scientific inquiry and problem-solving
* Understanding the natural world
* Exploring the physical, chemical, and biological sciences
* Conducting experiments and data analysis
* Researching and presenting scientific findings
* Pursuing careers in science, technology, medicine, or academia
* Developing a strong foundation for further scientific study
* Fostering critical thinking and problem-solving skills
* Inspiring a passion for scientific knowledge and discovery
* Preparing for various industries that require scientific expertise"
1109,Shri Bhagwan Yagyavalkya Ved Sanskrit Mahavidyalaya,2015,,,Under Graduate,161,Shastri-Shastri,80,Oriental Learning,Sahitya,Self Financing,3,4323475,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in classical Indian languages and literature
* Desire to pursue higher studies in Sanskrit, Prakrit, Pali, or Jain Prakash
* Passion for ancient Indian history, culture, and philosophy
* Interest in oriental studies and comparative religions
* Aspiration to become a priest, scholar, or researcher in the field"
48538,NAVA SAMAJ MANDAL NIGHT COLLEGE,2015,,,Under Graduate,63,B.M.M.-Bachelor of Multi Media,30,Visual Arts,0,Self Financing,2,4323999,27.0,7.0,9.0,5.0,0.0,0.0,5.0,1.0,41,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in digital media and technology
* Passion for visual storytelling
* Creativity and artistic expression
* Desire to produce and manage multimedia content
* Interest in marketing and communications
* Understanding of social media and online platforms
* Ability to work in a team environment
* Strong time management and organizational skills
* Interest in emerging technologies and trends
* Desire to pursue a career in the multimedia industry"
7162,"Government Arts College, Talaja",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,General,3,4324015,14.0,10.0,8.0,7.0,0.0,0.0,43.0,30.0,65,47,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Languages
* Social Sciences
* Cultural Studies
* Art History
* Music
* Theater
* Writing
* Critical Thinking
* Communication Skills
* Problem Solving
* Global Perspectives
* Cultural Awareness
* Appreciation for the Humanities
* Intellectual Curiosity
* Desire to Understand the Human Condition
* Interest in Social Justice
* Passion for Exploration and Learning
* Creative Expression
* Analytical Thinking
* Historical Analysis
* Appreciation of Beauty
* Exploration of Identity"
44639,Shyamsundar College,2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,Commerce,General,1,4324365,34.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,44,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in finance and accounting
* Passion for business management
* Desire to understand economic principles
* Aspiration to pursue a career in commerce or finance
* Interest in data analysis and interpretation
* Inclination towards law and taxation
* Analytical and problem-solving skills
* Communication and interpersonal skills
* Entrepreneurial mindset
* Global business perspective"
48615,"AHMEDNAGAR JILHA MARATHA VIDYA PRASARAK SAMAJS ARTS & SCIENCE COLLEGE, NIGHOJ, PARNER",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Chemistry,General,1,4325319,66.0,34.0,3.0,0.0,0.0,0.0,63.0,37.0,132,71,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Natural sciences and mathematics
* Scientific research
* Problem-solving and critical thinking
* Exploring the physical and natural world
* Understanding the principles of life and the universe
* Preparing for further studies in scientific fields
* Pursuing a career in science-related industries
* Developing analytical and logical skills"
50736,S S AGRAWAL INSTITUTE OF ENGINEERING AND TECHNOLOGY 123,2015,,,Under Graduate,50,B.E.-Bachelor of Engineering,19,Electrical Engineering,Electrical,Self Financing,3,4325407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Problem-solving
* Mathematical ability
* Interest in science and technology
* Desire to design and build
* Creative thinking
* Logical reasoning
* Analytical skills
* Curiosity about the physical world
* Passion for innovation
* Ability to work in a team
* Strong work ethic
* Desire to make a difference in the world"
48789,PATTABHI DEGREE COLLEGE,2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,M.S.Cs,Self Financing,3,4325783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Science and research
* Curiosity about the natural world
* Desire to understand the underlying principles of the universe
* Interest in solving complex problems
* Love of mathematics and problem-solving
* Passion for hands-on experimentation
* Desire to make a difference in the world through science
* Appreciation for the beauty and elegance of nature
* Aspiration to work in fields such as technology, medicine, or engineering
* Interest in exploring new frontiers of scientific knowledge
* Desire for intellectual stimulation and the pursuit of knowledge
* Curiosity about the scientific process and the methods used to acquire knowledge"
25435,Deccan College of Engineering & Technology,2015,,Mechanical Engineering,Under Graduate,50,B.E.-Bachelor of Engineering,23,Mechanical Engineering,Mechanical Engineering,Self Financing,4,4326026,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,120,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Aptitude for science and mathematics
* Interest in solving complex problems
* Enthusiasm for designing and building
* Fascination with machines and technology
* Desire to make a tangible impact on the world
* Ambition to work in a challenging and rewarding field
* Interest in research and development
* Passion for innovation and creativity
* Desire to contribute to society through engineering solutions"
40552,Mythri College of Nursing,2015,,,Under Graduate,31,B.Sc.(Nursing)-Bachelor of Science in Nursing,72,Nursing,NURSING,Both,1,4326753,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52,52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Desire to help others
* Interest in healthcare and science
* Compassion and empathy
* Strong attention to detail
* Communication and interpersonal skills
* Organizational and time management skills
* Problem- solving abilities
* Interest in promoting health and well-being
* Desire to make a positive impact on society"
13522,"Smt. Indira Gandhi Rajkiya Mahavidyalaya, Lalganj Mirzapur",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,1,4328609,24.0,6.0,3.0,0.0,0.0,0.0,34.0,5.0,61,11,,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Curiosity about the natural world
* Interest in scientific research
* Passion for problem-solving
* Fascination with technology
* Desire to make a difference in the world
* Love of learning and knowledge
* Interest in medicine
* Interest in environmental science
* Interest in computer science
* Interest in data science
* Interest in mathematics
* Interest in physics
* Interest in chemistry
* Interest in biology"
731,H. & H.B. KOTAK INSTITUTE OF SCIENCE RAJKOT,2015,,,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,Science,Self Financing,2,4328853,8.0,1.0,4.0,1.0,1.0,0.0,6.0,0.0,19,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in computers and technology
* Passion for solving problems using logical and analytical thinking
* Desire to create and develop software applications
* Fascination with the digital world and its potential
* Eagerness to stay updated with the latest advancements in computing
* Interest in exploring the intersection of technology and various industries
* Passion for working with data, algorithms, and programming languages
* Desire to pursue a career in the field of information technology and software development"
7393,"Mahatma Basweshwar Mahavidyalaya, Latur",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,2,4333691,43.0,26.0,4.0,2.0,0.0,0.0,16.0,8.0,63,36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in scientific principles and their applications
* Curiosity about the natural world
* Desire to understand the fundamental laws of physics, chemistry, and biology
* Passion for research and discovery
* Ambition to pursue a career in science or technology
* Love of problem-solving and critical thinking
* Interest in environmental sustainability
* Appreciation for the wonders of the universe
* Desire to contribute to the advancement of scientific knowledge
* Eagerness to learn about cutting-edge technologies and their impact on society"
43971,SHREE CHANDRAPRABU JAIN COLLEGE,2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,1,4334106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Languages
* Arts
* Humanities
* Social sciences
* Cultural studies
* Writing
* Research"
11190,"Sharadchandra Pawar Mahavidyalaya, LONAND",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,2,4334394,45.0,32.0,5.0,2.0,0.0,0.0,52.0,27.0,102,61,,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Exploring the natural world and its phenomena
* Understanding the principles behind the physical and biological sciences
* Discovering the interconnectedness of different scientific disciplines
* Gaining a solid foundation for a career in science, research, or education
* Developing critical thinking and problem-solving skills
* Preparing for further education in graduate school or professional programs
* Pursuing personal interests and hobbies in science
* Enhancing scientific literacy and understanding the world around us
* Making informed decisions about complex scientific issues
* Contributing to the scientific community and the advancement of knowledge"
45256,"SRI PHIRANGISWAMY SAMSKRIT COLLEGE, TUMKUR",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Alankara,General,3,4334611,5.0,3.0,5.0,3.0,2.0,2.0,0.0,0.0,12,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Sociology
* Psychology
* Anthropology
* Linguistics
* Music
* Art
* Theatre"
52585,FLORENCE NIGHTINGALE PUBLIC GIRLS DEGREE COLLEGE,2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,2,4335806,25.0,25.0,12.0,12.0,0.0,0.0,18.0,18.0,55,55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Languages
* Social sciences
* Humanities
* Fine arts
* Music
* Theater
* Writing
* Research
* Critical thinking
* Cultural understanding
* Global perspectives"
51105,"Durga Girls Degree College, Chandauli",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,3,4336312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Political Science
* International Relations
* Sociology
* Anthropology
* Communication
* Media Studies
* Linguistics
* Languages
* Art History
* Music
* Theatre
* Film Studies
* Gender Studies
* Ethnic Studies
* Environmental Studies
* Sustainability
* Social Justice"
12574,"NITYANAND MAHAVIDYALAYA, LAKHANA,",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,1,4336807,51.0,44.0,123.0,101.0,0.0,0.0,55.0,48.0,229,193,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Sociology
* Psychology
* Linguistics
* Anthropology
* Geography
* Music
* Art
* Theatre
* Dance
* International relations
* Journalism
* Religious studies"
8749,"K.S.R. College, Sarairanjan",2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,Commerce,General,2,4337697,170.0,65.0,40.0,20.0,0.0,0.0,45.0,16.0,255,101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Accounting and finance
* Business management and administration
* Taxation and auditing
* Investment and financial planning
* Marketing and sales
* Human resources and organizational behavior
* Economics and international business
* Information systems and technology
* Data analytics and research
* Entrepreneurship and innovation
* Business ethics and social responsibility"
17433,"Siddhartha First Grade College, Chamarajanagar",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,"History, Economics, Political Science, English, Kannada, Geography",General,1,4339220,0.0,0.0,29.0,10.0,4.0,2.0,7.0,3.0,40,15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Sociology
* Psychology
* Political Science
* Economics
* Foreign Languages
* Music
* Art
* Drama"
35196,"Govt. College, Silwani Raisen",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,General,2,4340159,19.0,19.0,8.0,3.0,28.0,23.0,28.0,20.0,83,65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Languages
* Arts
* Music
* Theatre
* Cultural Studies
* Humanities
* Social Sciences"
25151,"M.L.V Textile & Engineering College,Bhilwara",2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,185,Information Technology,INFORMATION TECHNOLOGY,Self Financing,3,4340686,35.0,2.0,3.0,1.0,3.0,1.0,25.0,5.0,66,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Keen interest in science and technology
* Fascination with problem-solving and innovation
* Desire to pursue a career in engineering and related fields
* Strong analytical and critical thinking skills
* Interest in designing, building, and testing technological solutions
* Passion for understanding and applying scientific principles
* Curiosity about the latest technological advancements and trends
* Desire to make a positive impact on society through technological developments
* Love for hands-on experiments and practical applications
* Ambition to lead and innovate in the field of technology"
522,R. K. Desai College of Commerce & Management,2015,,,Under Graduate,43,B.B.A.-Bachelor of Business Administration,133,Business Administration,MANAGEMENT,Self Financing,3,4341620,9.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,14,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Business and entrepreneurship
* Finance and accounting
* Marketing and advertising
* Operations management
* Human resources
* Data analysis
* Leadership and management
* International business
* Information technology
* Sustainability"
12390,"GAUTAM BUDDH BALIKA MAHAVIDYALAYA, INDERGARH,",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,3,4342442,18.0,17.0,14.0,13.0,0.0,0.0,50.0,49.0,82,79,,,,,,,,,,0,0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,3.0,"* History
* Literature
* Languages
* Philosophy
* Sociology
* Anthropology
* Economics
* Political Science
* Art History
* Music
* Theatre
* Dance
* Writing
* Humanities"
13498,"Sri Kalabhairaveshwara Samskrita Vedagama College, Aadichunchanagiri",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Adwaita Vedanta Shasthra Vidwath Madyama-3,General,1,4342628,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Humanities and social sciences
* Literature and languages
* History and culture
* Philosophy and ethics
* Arts and creativity
* Expression and communication
* Community engagement
* Critical thinking and analysis
* Global perspectives
* Intercultural understanding"
13498,"Sri Kalabhairaveshwara Samskrita Vedagama College, Aadichunchanagiri",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Dharma Shasthra Vidwath Madyama-3,General,1,4342632,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Sociology
* Psychology
* Political Science
* Anthropology
* Geography
* Linguistics
* Foreign Languages
* Art History
* Art
* Music
* Theatre"
11178,Willingdon College,2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,Both,2,4347628,184.0,106.0,15.0,6.0,0.0,0.0,82.0,37.0,281,149,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in the natural sciences (biology, chemistry, physics)
* Passion for understanding the world around them
* Curiosity about how things work
* Desire to solve problems
* Enjoyment of hands-on experiments
* Strong analytical skills
* Ability to think critically
* Interest in research and discovery"
14149,"A.P. Gupta & Srimati Geeta Devi Mahila Mahavidyalaya, Sangrampur, Unwal, Gorakhpur",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,2,4349936,21.0,21.0,39.0,39.0,0.0,0.0,71.0,71.0,131,131,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Linguistics
* Languages
* Social sciences
* Arts and culture
* Writing
* Education
* Law
* Politics
* International relations
* Public relations
* Journalism
* Library science
* Museum studies
* Archival science
* Translation
* Editing"
36208,"""Maharana Pratap College of Technology, Putli Ghar Road, Near Jiwaji University, Gwalior-474006""",2015,,,Under Graduate,50,B.E.-Bachelor of Engineering,23,Mechanical Engineering,Mechanical,Self Financing,4,4351844,54.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,81,1,,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Problem-solving and innovation
* Designing and building structures and systems
* Mathematics and science
* Technology and automation
* Sustainability and environmentalism
* Energy and infrastructure
* Industry and manufacturing
* Transportation and logistics
* Computing and software engineering
* Research and development
* Creativity and design"
7436,"Vasant Kale College of Computational & Management, Vishnupuri, Nanded",2015,,,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,Computer Application,General,3,4352036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Aptitude for technology, particularly computers
* Enthusiasm for software development, programming, and algorithm analysis
* Interest in understanding computer systems, architecture, and networking
* Passion for creating digital solutions and solving problems using computers
* Curiosity about data structures, software engineering, and operating systems
* Desire to work in the field of information technology and software development
* Interest in the application of computer science in various industries
* Fascination with user interface design, mobile computing, and web technologies
* Drive to stay updated with the latest advancements in computer science
* Aspiration to work on cutting-edge technologies and build innovative software applications"
9090,C342 Govt F G Degree College Gurumitkal,2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,Commerce,General,3,4353354,3.0,2.0,3.0,1.0,0.0,0.0,15.0,3.0,21,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Accounting
* Finance
* Taxation
* Marketing
* Economics
* Business Strategy
* Business Law
* Investment Analysis
* Financial Planning
* Audit and Assurance
* Entrepreneurship
* Consulting
* International Business
* Data Analytics
* Business Intelligence
* Digital Marketing"
212,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD 028",2015,,,Under Graduate,50,B.E.-Bachelor of Engineering,15,Chemical Engineering,Chemical Engineering,General,2,4354432,33.0,1.0,4.0,2.0,9.0,0.0,20.0,0.0,66,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Aptitude for science and mathematics
* Strong problem-solving skills
* Interest in designing and building
* Desire to work in a technical field
* Passion for innovation
* Analytical and critical thinking abilities
* Interest in sustainability and renewable energy
* Aspiration to develop technological solutions to real-world problems"
42302,"BABU SANT BUX MAHAVIDYALAYA, SANDWA DUBAN, SAHABGANJ, PRATAPGARH",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,3,4356348,100.0,40.0,10.0,2.0,0.0,0.0,50.0,20.0,160,62,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,10.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Languages
* Sociology
* Anthropology
* Psychology
* Political Science
* Humanities
* Arts
* Music
* Theatre
* Dance
* Film studies
* Gender studies
* Environmental studies
* International relations
* Non-profit management
* Public policy
* Journalism
* Education"
12312,"RAJ BAHADUR SINGH DEGREE COLLEGE, LAKHANA,",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,3,4356805,126.0,90.0,93.0,47.0,0.0,0.0,152.0,96.0,371,233,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,3.0,2.0,0.0,0.0,0.0,0.0,16.0,8.0,19.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Languages
* Philosophy
* Sociology
* Psychology
* Anthropology
* Art history
* Music
* Theater
* Dance"
22954,"Govt. Degree College, Bhaderwah",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Economics,General,2,4357992,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,50,17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Humanities
* History
* Art
* Philosophy
* Literature
* Languages
* Cultural studies
* Music
* Theatre
* Writing"
22954,"Govt. Degree College, Bhaderwah",2015,,,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,Computers,General,3,4358005,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in computer technology
* Passion for problem-solving
* Aptitude for mathematics and analytical thinking
* Desire to develop software applications
* Interest in web development and design
* Aspiration for a career in the IT industry
* Curiosity about the latest technological advancements
* Ambition to become a software engineer or programmer
* Interest in data analysis and management
* Passion for user experience design and development"
22954,"Govt. Degree College, Bhaderwah",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Botany,General,1,4358021,137.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,137,54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Curiosity about the natural world
* Interest in mathematics and science
* Desire to understand the principles of the physical universe
* Passion for exploring scientific theories and concepts
* стремление к решению проблем и аналитическому мышлению
* Interest in the medical field
* Desire to conduct scientific research
* Interest in teaching science
* Passion for environmental conservation
* Desire to pursue a career in technology or engineering"
